Accession,(SSI VS NSI)p-value,(SSI VS NSI)Log2Fc,(SSI VS SS)p-value,(SSI VS SS)Log2Fc,(NSI VS NS)p-value,(NSI VS NS)Log2Fc,(SS VS NS)p-value,(SS VS NS)Log2Fc,SSI VS NSI-DE,SSI VS NSI-Up,SSI VS NSI-Down,SSI VS SS-DE,SSI VS SS-Up,SSI VS SS-Down,NSI VS NS-DE,NSI VS NS-Up,NSI VS NS-Down,SS VS NS-DE,SS VS NS-Up,SS VS NS-Down
A0A0P0WTA7_ORYSJ,NP,NP,NP,NP,0.027443872,-0.653289905,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0WTL2_ORYSJ,NP,NP,NP,NP,0.034151607,-0.067475399,0.022550514,-1.33381447,0,0,0,0,0,0,1,0,1,1,0,1
A0A0P0WUN7_ORYSJ,NP,NP,NP,NP,0.000451643,-0.626986233,0.243061412,-0.105696704,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0WUP8_ORYSJ,NP,NP,NP,NP,1.32E-06,0.853180523,0.011904513,-0.717075643,0,0,0,0,0,0,1,1,0,1,0,1
A0A0P0WVJ4_ORYSJ,NP,NP,NP,NP,0.012940612,0.044894087,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0WWV9_ORYSJ,NP,NP,NP,NP,0.004528571,0.494835179,0.00182895,0.856322925,0,0,0,0,0,0,1,1,0,1,1,0
A0A0P0WYC6_ORYSJ,NP,NP,NP,NP,0.000551105,-0.38604291,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0WYC8_ORYSJ,NP,NP,NP,NP,1.34E-06,2.334563195,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0X1S3_ORYSJ,NP,NP,NP,NP,0.315398643,0.01310082,0.011751564,0.205951238,0,0,0,0,0,0,0,0,0,1,1,0
A0A0P0X1V3_ORYSJ,NP,NP,NP,NP,0.478651386,-0.012066773,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0X3G8_ORYSJ,NP,NP,NP,NP,0.142737917,-0.048137384,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0X3P6_ORYSJ,NP,NP,NP,NP,0.234731062,0.021228646,0.451760768,-0.05156715,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0X432_ORYSJ,NP,NP,NP,NP,0.328747515,-0.067266775,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0X5K2_ORYSJ,NP,NP,NP,NP,0.154756025,-0.03972001,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0X7F2_ORYSJ,NP,NP,NP,NP,0.188604604,-0.047131167,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0X7T5_ORYSJ,NP,NP,NP,NP,0.390535445,-0.14110242,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0X937_ORYSJ,NP,NP,NP,NP,0.010680399,-0.63671681,0.011031159,0.70809312,0,0,0,0,0,0,1,0,1,1,1,0
A0A0P0X9S0_ORYSJ,NP,NP,NP,NP,7.16E-05,-0.367310965,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0XA75_ORYSJ,NP,NP,NP,NP,0.037748565,0.121702617,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0XD33_ORYSJ,NP,NP,NP,NP,0.320288585,-0.059134469,0.122595988,-1.244497905,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XEV4_ORYSJ,NP,NP,NP,NP,0.000758574,0.780745478,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0XM02_ORYSJ,NP,NP,NP,NP,0.006280179,-0.106695704,0.016055466,-1.518063711,0,0,0,0,0,0,1,0,1,1,0,1
A0A0P0XM06_ORYSJ,NP,NP,NP,NP,0.132655726,-0.901469175,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XM35_ORYSJ,NP,NP,NP,NP,0.324098569,-0.205240175,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XN45_ORYSJ,NP,NP,NP,NP,0.031600738,-0.046446243,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0XQP5_ORYSJ,NP,NP,NP,NP,1.74E-06,0.785653205,0.018876092,-0.65042136,0,0,0,0,0,0,1,1,0,1,0,1
A0A0P0XQV1_ORYSJ,NP,NP,NP,NP,0.00115914,0.196728495,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0XR81_ORYSJ,NP,NP,NP,NP,0.000771672,0.304602883,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0XRM4_ORYSJ,NP,NP,NP,NP,2.14E-05,-1.632209827,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0Y0I8_ORYSJ,NP,NP,NP,NP,1.23E-05,-1.61167408,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0Y248_ORYSJ,NP,NP,NP,NP,0.001395092,-0.227624762,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0Y299_ORYSJ,NP,NP,NP,NP,0.284582215,0.022444439,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0Y3S7_ORYSJ,NP,NP,NP,NP,0.003408259,0.159006319,0.04105232,0.219634851,0,0,0,0,0,0,1,1,0,1,1,0
A0A0P0Y5E2_ORYSJ,NP,NP,NP,NP,6.65E-05,-1.855770574,0.010733905,0.343240643,0,0,0,0,0,0,1,0,1,1,1,0
A0A0P0Y5F3_ORYSJ,NP,NP,NP,NP,0.170957466,0.026716023,0.140142563,0.239789976,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0Y630_ORYSJ,NP,NP,NP,NP,0.000583131,0.339714257,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0Y8C7_ORYSJ,NP,NP,NP,NP,0.154756025,-0.03972001,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0Y8F6_ORYSJ,NP,NP,NP,NP,0.234731062,0.021228646,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0Y8Y6_ORYSJ,NP,NP,NP,NP,0.372790504,0.019313469,0.157694781,0.053514224,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0YBA3_ORYSJ,NP,NP,NP,NP,0.015905788,1.46459566,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A5S6R6P1_ORYSJ,NP,NP,NP,NP,0.441398295,-0.006491705,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A5S6RCD4_ORYSJ,NP,NP,NP,NP,0.000990119,-0.334631629,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A3B7V8_ORYSJ,NP,NP,NP,NP,0.02051992,0.086413759,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A3BD37_ORYSJ,NP,NP,NP,NP,0.044088579,0.119468624,0.090641312,-0.123211114,0,0,0,0,0,0,1,1,0,0,0,0
A3BYJ4_ORYSJ,NP,NP,NP,NP,0.0001579,-4.540482963,0.195885481,-0.700922296,0,0,0,0,0,0,1,0,1,0,0,0
AB13C_ORYSJ,NP,NP,NP,NP,0.354357527,0.019791427,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
AB42G_ORYSJ,NP,NP,NP,NP,0.011910478,0.049582606,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
AB44G_ORYSJ,NP,NP,NP,NP,1.59E-05,-2.003961792,0.365485254,-0.076258609,0,0,0,0,0,0,1,0,1,0,0,0
AGI_ORYSJ,NP,NP,NP,NP,0.000807874,#NUM!,0.315536123,-0.122764423,0,0,0,0,0,0,1,0,0,0,0,0
AGO18_ORYSJ,NP,NP,NP,NP,0.485869353,-0.00235474,0.094053454,0.1034638,0,0,0,0,0,0,0,0,0,0,0,0
AGO2_ORYSJ,NP,NP,NP,NP,0.337549196,-0.037754526,0.07101498,0.709649982,0,0,0,0,0,0,0,0,0,0,0,0
AGO7_ORYSJ,NP,NP,NP,NP,0.001628311,-0.140701034,0.001424159,-0.344887662,0,0,0,0,0,0,1,0,1,1,0,1
AKT1_ORYSJ,NP,NP,NP,NP,0.000310589,0.498872776,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
ALFL8_ORYSJ,NP,NP,NP,NP,0.017344144,0.109731394,0.3607304,0.059532329,0,0,0,0,0,0,1,1,0,0,0,0
APM1D_ORYSJ,NP,NP,NP,NP,0.324126654,0.023201687,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
B7EZS5_ORYSJ,NP,NP,NP,NP,0.157556317,-0.830862172,0.359251747,-0.290000008,0,0,0,0,0,0,0,0,0,0,0,0
B7F9R5_ORYSJ,NP,NP,NP,NP,5.26E-06,-0.211629049,0.089858011,0.1357935,0,0,0,0,0,0,1,0,1,0,0,0
B9F5R6_ORYSJ,NP,NP,NP,NP,3.24E-05,0.421912963,0.049675763,-0.385789838,0,0,0,0,0,0,1,1,0,1,0,1
BGL20_ORYSJ,NP,NP,NP,NP,0.372790504,0.019313469,0.142438728,-0.103398994,0,0,0,0,0,0,0,0,0,0,0,0
BSK12_ORYSJ,NP,NP,NP,NP,0.002394723,-0.312061149,0.110693839,-0.213679584,0,0,0,0,0,0,1,0,1,0,0,0
BURP9_ORYSJ,NP,NP,NP,NP,0.336257859,-0.020036329,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
BURPC_ORYSJ,NP,NP,NP,NP,0.324126654,0.023201687,0.281517038,-0.199658388,0,0,0,0,0,0,0,0,0,0,0,0
BZP12_ORYSJ,NP,NP,NP,NP,0.008390122,-0.717720248,0.04041236,-0.829717411,0,0,0,0,0,0,1,0,1,1,0,1
C3H8_ORYSJ,NP,NP,NP,NP,3.04E-05,-3.746626441,0.267354005,-0.047467883,0,0,0,0,0,0,1,0,1,0,0,0
C7IXS8_ORYSJ,NP,NP,NP,NP,0.023602093,-0.174710992,0.009915324,-0.347693885,0,0,0,0,0,0,1,0,1,1,0,1
C7J3J8_ORYSJ,NP,NP,NP,NP,5.51E-05,-0.988642032,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
C7J400_ORYSJ,NP,NP,NP,NP,0.244709537,-0.054516288,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
C7J5Z5_ORYSJ,NP,NP,NP,NP,0.001247252,-0.265668365,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
CDPK2_ORYSJ,NP,NP,NP,NP,0.195999104,0.043237097,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
CESA9_ORYSJ,NP,NP,NP,NP,0.020264863,1.401469892,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
CESAB_ORYSJ,NP,NP,NP,NP,0.001586176,-0.171632803,0.317937054,0.065087454,0,0,0,0,0,0,1,0,1,0,0,0
CHARK_ORYSJ,NP,NP,NP,NP,0.001849313,0.126928292,0.000961046,-2.526281855,0,0,0,0,0,0,1,1,0,1,0,1
CKI4_ORYSJ,NP,NP,NP,NP,0.001979665,-0.213993858,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
CLPB2_ORYSJ,NP,NP,NP,NP,0.151824417,-0.034197092,0.065083085,1.422737404,0,0,0,0,0,0,0,0,0,0,0,0
CMT3_ORYSJ,NP,NP,NP,NP,0.110912117,0.037474692,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
COLD1_ORYSJ,NP,NP,NP,NP,0.246279657,0.040567604,0.0692146,-0.205480116,0,0,0,0,0,0,0,0,0,0,0,0
CPSF2_ORYSJ,NP,NP,NP,NP,1.87E-05,0.758746663,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
CRS1_ORYSJ,NP,NP,NP,NP,0.000140577,0.653559807,0.048929684,1.043823959,0,0,0,0,0,0,1,1,0,1,1,0
CSLD4_ORYSJ,NP,NP,NP,NP,0.295791746,0.453289736,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
CSLH1_ORYSJ,NP,NP,NP,NP,0.001262081,0.174470126,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
CYL3_ORYSJ,NP,NP,NP,NP,0.236251229,0.052714025,0.122498078,0.63460985,0,0,0,0,0,0,0,0,0,0,0,0
DDB1_ORYSJ,NP,NP,NP,NP,0.409426242,-0.108643993,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
DPE2_ORYSJ,NP,NP,NP,NP,0.064869601,0.039872767,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
EMF2A_ORYSJ,NP,NP,NP,NP,1.98E-05,1.094665612,0.190355165,0.11834807,0,0,0,0,0,0,1,1,0,0,0,0
FH1_ORYSJ,NP,NP,NP,NP,0.000258174,0.339710397,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
FH4_ORYSJ,NP,NP,NP,NP,0.012105426,-0.931285736,0.065024006,-0.189457682,0,0,0,0,0,0,1,0,1,0,0,0
FH9_ORYSJ,NP,NP,NP,NP,0.18404188,-0.023947493,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
FTSH2_ORYSJ,NP,NP,NP,NP,0.000387836,-0.776142352,0.016345736,1.035653216,0,0,0,0,0,0,1,0,1,1,1,0
GIGAN_ORYSJ,NP,NP,NP,NP,0.480408993,0.006335857,0.107127281,-0.261584071,0,0,0,0,0,0,0,0,0,0,0,0
HACL1_ORYSJ,NP,NP,NP,NP,9.66E-05,-1.039388205,0.027552112,-1.565919562,0,0,0,0,0,0,1,0,1,1,0,1
HACL2_ORYSJ,NP,NP,NP,NP,0.286051786,0.141179433,0.230554082,-0.084837447,0,0,0,0,0,0,0,0,0,0,0,0
HCT4_ORYSJ,NP,NP,NP,NP,0.128668354,0.676160225,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
HOX29_ORYSJ,NP,NP,NP,NP,0.001466853,-0.292801844,0.023486088,-0.095261563,0,0,0,0,0,0,1,0,1,1,0,1
ILVB2_ORYSJ,NP,NP,NP,NP,0.001275528,-0.963087334,0.077502091,0.174543048,0,0,0,0,0,0,1,0,1,0,0,0
JM705_ORYSJ,NP,NP,NP,NP,0.218948056,-0.835599812,0.020622285,-1.86459023,0,0,0,0,0,0,0,0,0,1,0,1
LCB2B_ORYSJ,NP,NP,NP,NP,0.000495208,0.601749346,0.170711106,0.176009909,0,0,0,0,0,0,1,1,0,0,0,0
MCM2_ORYSJ,NP,NP,NP,NP,0.001463644,-0.12786177,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
MFP_ORYSJ,NP,NP,NP,NP,0.116854273,-0.068092107,0.04680976,-0.444246188,0,0,0,0,0,0,0,0,0,1,0,1
MST7_ORYSJ,NP,NP,NP,NP,0.001445678,-0.218925554,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
NCL2_ORYSJ,NP,NP,NP,NP,0.317126348,-0.144114501,0.126920628,0.450482896,0,0,0,0,0,0,0,0,0,0,0,0
NMCPB_ORYSJ,NP,NP,NP,NP,0.000125828,-1.178278365,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
OBGM_ORYSJ,NP,NP,NP,NP,0.260295355,-0.038912761,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
ORYA_ORYSJ,NP,NP,NP,NP,0.005104368,-3.049112393,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
PANK1_ORYSJ,NP,NP,NP,NP,0.351858784,-0.009167761,0.24100811,0.213487275,0,0,0,0,0,0,0,0,0,0,0,0
PETS_ORYSJ,NP,NP,NP,NP,0.492344446,-0.004134312,0.005360479,-3.764868756,0,0,0,0,0,0,0,0,0,1,0,1
PI5K1_ORYSJ,NP,NP,NP,NP,0.110912117,0.037474692,0.078009027,-0.186421605,0,0,0,0,0,0,0,0,0,0,0,0
Q0D540_ORYSJ,NP,NP,NP,NP,0.008280446,0.117834488,0.006715065,0.116959961,0,0,0,0,0,0,1,1,0,1,1,0
Q0D699_ORYSJ,NP,NP,NP,NP,0.0105144,-0.112003294,0.059090551,0.399413213,0,0,0,0,0,0,1,0,1,0,0,0
Q0D977_ORYSJ,NP,NP,NP,NP,0.125852876,0.12393071,0.196194416,-0.136851147,0,0,0,0,0,0,0,0,0,0,0,0
Q0DAN4_ORYSJ,NP,NP,NP,NP,0.156664095,-0.025357085,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0DE04_ORYSJ,NP,NP,NP,NP,0.13428133,0.027960253,0.005268555,-0.293752121,0,0,0,0,0,0,0,0,0,1,0,1
Q0DHN2_ORYSJ,NP,NP,NP,NP,0.195999104,0.043237097,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0DI97_ORYSJ,NP,NP,NP,NP,0.000258174,0.339710397,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
Q0DJC6_ORYSJ,NP,NP,NP,NP,0.000764493,-0.210650306,0.009971699,-0.581440506,0,0,0,0,0,0,1,0,1,1,0,1
Q0DJF0_ORYSJ,NP,NP,NP,NP,0.430163802,0.006053191,0.011714881,0.220755333,0,0,0,0,0,0,0,0,0,1,1,0
Q0DJH5_ORYSJ,NP,NP,NP,NP,0.000160429,-4.980263658,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q0DL40_ORYSJ,NP,NP,NP,NP,0.036920674,0.08479065,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
Q0DP22_ORYSJ,NP,NP,NP,NP,0.014403363,-0.164428488,0.289162096,-0.123566895,0,0,0,0,0,0,1,0,1,0,0,0
Q0DWG3_ORYSJ,NP,NP,NP,NP,0.002346904,-0.428315377,0.151662631,0.150863152,0,0,0,0,0,0,1,0,1,0,0,0
Q0DXS6_ORYSJ,NP,NP,NP,NP,0.000463017,-0.226875503,0.02748375,-1.673605653,0,0,0,0,0,0,1,0,1,1,0,1
Q0DZN8_ORYSJ,NP,NP,NP,NP,0.000662253,-0.363377552,0.057777074,-0.455087451,0,0,0,0,0,0,1,0,1,0,0,0
Q0E0C2_ORYSJ,NP,NP,NP,NP,0.000551105,-0.38604291,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q0E0M3_ORYSJ,NP,NP,NP,NP,0.012929337,0.045697011,0.139683835,-0.218544433,0,0,0,0,0,0,1,1,0,0,0,0
Q0E1G6_ORYSJ,NP,NP,NP,NP,0.333480444,0.013963588,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0E256_ORYSJ,NP,NP,NP,NP,0.000422671,-0.187964204,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q0IPT6_ORYSJ,NP,NP,NP,NP,0.478122077,-0.003167772,0.462981268,0.020503907,0,0,0,0,0,0,0,0,0,0,0,0
Q0ISS6_ORYSJ,NP,NP,NP,NP,0.008555773,-0.173539759,0.005563573,0.314260591,0,0,0,0,0,0,1,0,1,1,1,0
Q0ITX2_ORYSJ,NP,NP,NP,NP,0.120117296,-0.027965242,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0IW97_ORYSJ,NP,NP,NP,NP,0.120092733,0.129558944,0.026965468,-1.683689223,0,0,0,0,0,0,0,0,0,1,0,1
Q0J0J4_ORYSJ,NP,NP,NP,NP,0.282055716,0.070223505,0.024305577,-0.417906663,0,0,0,0,0,0,0,0,0,1,0,1
Q0J136_ORYSJ,NP,NP,NP,NP,0.000493294,-0.239493112,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q0J400_ORYSJ,NP,NP,NP,NP,0.00200332,-0.071578054,0.059974781,-0.170024607,0,0,0,0,0,0,1,0,1,0,0,0
Q0J4U3_ORYSJ,NP,NP,NP,NP,5.85E-05,0.736147778,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
Q0J5A8_ORYSJ,NP,NP,NP,NP,0.414122001,-0.009871327,0.011996043,-0.371579717,0,0,0,0,0,0,0,0,0,1,0,1
Q0J8I1_ORYSJ,NP,NP,NP,NP,0.000823873,0.425352866,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
Q0J909_ORYSJ,NP,NP,NP,NP,0.005556174,-0.215323089,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q0J9P9_ORYSJ,NP,NP,NP,NP,0.00071154,-0.384047573,0.046075418,-0.340200515,0,0,0,0,0,0,1,0,1,1,0,1
Q0J9Q8_ORYSJ,NP,NP,NP,NP,0.212292368,0.042346527,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0J9W2_ORYSJ,NP,NP,NP,NP,0.28749728,-0.01878645,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0J9Z0_ORYSJ,NP,NP,NP,NP,0.006869392,0.12313997,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
Q0JA23_ORYSJ,NP,NP,NP,NP,0.05934568,0.109201022,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0JAM7_ORYSJ,NP,NP,NP,NP,0.156664095,-0.025357085,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0JFW8_ORYSJ,NP,NP,NP,NP,0.010744556,0.70993368,0.085534911,1.070245645,0,0,0,0,0,0,1,1,0,0,0,0
Q0JIW3_ORYSJ,NP,NP,NP,NP,0.090486757,0.061999525,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0JJ96_ORYSJ,NP,NP,NP,NP,0.001974386,-0.097635349,0.092963154,-0.257775345,0,0,0,0,0,0,1,0,1,0,0,0
Q0JLH9_ORYSJ,NP,NP,NP,NP,0.010744556,0.70993368,0.092687793,-0.075365077,0,0,0,0,0,0,1,1,0,0,0,0
Q0JPV9_ORYSJ,NP,NP,NP,NP,5.67E-05,0.727533581,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
Q0JQA5_ORYSJ,NP,NP,NP,NP,0.217351277,-0.049496272,0.081359461,-0.49036028,0,0,0,0,0,0,0,0,0,0,0,0
Q0JR43_ORYSJ,NP,NP,NP,NP,0.018643987,0.21555253,0.341869339,-0.019043098,0,0,0,0,0,0,1,1,0,0,0,0
Q10AL3_ORYSJ,NP,NP,NP,NP,0.016680473,0.183107611,0.346618644,0.137080779,0,0,0,0,0,0,1,1,0,0,0,0
Q10H58_ORYSJ,NP,NP,NP,NP,0.002258205,-0.50968825,0.388698273,0.092956154,0,0,0,0,0,0,1,0,1,0,0,0
Q10LR5_ORYSJ,NP,NP,NP,NP,0.023921239,-0.780395168,0.33257808,-0.077629565,0,0,0,0,0,0,1,0,1,0,0,0
Q10ML5_ORYSJ,NP,NP,NP,NP,0.026421743,-0.067409415,0.009974358,0.9541697,0,0,0,0,0,0,1,0,1,1,1,0
Q10MN1_ORYSJ,NP,NP,NP,NP,0.004898345,-0.889756821,0.28232859,-0.127936465,0,0,0,0,0,0,1,0,1,0,0,0
Q10N76_ORYSJ,NP,NP,NP,NP,0.000551105,-0.38604291,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q10NB4_ORYSJ,NP,NP,NP,NP,0.00021458,0.774157115,0.014483348,-0.865592596,0,0,0,0,0,0,1,1,0,1,0,1
Q10P89_ORYSJ,NP,NP,NP,NP,0.005556174,-0.215323089,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q10PQ6_ORYSJ,NP,NP,NP,NP,0.036001799,-0.070098981,0.441977003,-0.015007583,0,0,0,0,0,0,1,0,1,0,0,0
Q10Q61_ORYSJ,NP,NP,NP,NP,0.202771594,0.018132215,0.000859264,-0.540582142,0,0,0,0,0,0,0,0,0,1,0,1
Q10QR8_ORYSJ,NP,NP,NP,NP,0.001737287,-1.428097902,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q10T57_ORYSJ,NP,NP,NP,NP,0.145712838,0.031197413,0.138081148,-0.341508327,0,0,0,0,0,0,0,0,0,0,0,0
Q10T59_ORYSJ,NP,NP,NP,NP,0.018015538,-0.679362177,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q2QM12_ORYSJ,NP,NP,NP,NP,0.000218949,-0.723181927,0.445143352,0.029168754,0,0,0,0,0,0,1,0,1,0,0,0
Q2QM36_ORYSJ,NP,NP,NP,NP,0.000500105,-0.382772083,0.058501148,-1.715647635,0,0,0,0,0,0,1,0,1,0,0,0
Q2QN15_ORYSJ,NP,NP,NP,NP,0.0007861,0.181500875,0.472793337,0.009816234,0,0,0,0,0,0,1,1,0,0,0,0
Q2QNW7_ORYSJ,NP,NP,NP,NP,0.000110524,-0.389827614,0.036063616,-0.346494236,0,0,0,0,0,0,1,0,1,1,0,1
Q2QP84_ORYSJ,NP,NP,NP,NP,0.00176297,-0.116862804,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q2QPI5_ORYSJ,NP,NP,NP,NP,0.324126654,0.023201687,0.181000579,-1.429417609,0,0,0,0,0,0,0,0,0,0,0,0
Q2QQT3_ORYSJ,NP,NP,NP,NP,0.300662298,0.060778137,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q2QTU0_ORYSJ,NP,NP,NP,NP,0.107992423,-0.091815805,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q2QTX9_ORYSJ,NP,NP,NP,NP,5.51E-05,-0.988642032,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q2QV86_ORYSJ,NP,NP,NP,NP,0.002458608,0.124655764,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
Q2QVR3_ORYSJ,NP,NP,NP,NP,2.45E-05,1.858980361,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
Q2QXZ1_ORYSJ,NP,NP,NP,NP,6.09E-06,-0.414976094,0.101008799,0.270112634,0,0,0,0,0,0,1,0,1,0,0,0
Q2QY19_ORYSJ,NP,NP,NP,NP,1.87E-05,-0.807914784,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q2QZJ3_ORYSJ,NP,NP,NP,NP,0.179227793,0.061598904,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q2R131_ORYSJ,NP,NP,NP,NP,0.151319511,-0.272694769,0.28616397,0.047033694,0,0,0,0,0,0,0,0,0,0,0,0
Q2R497_ORYSJ,NP,NP,NP,NP,0.076027869,0.044510015,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q2RAQ7_ORYSJ,NP,NP,NP,NP,0.000258174,0.339710397,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
Q337K5_ORYSJ,NP,NP,NP,NP,0.023602093,-0.174710992,0.115009652,-0.592881476,0,0,0,0,0,0,1,0,1,0,0,0
Q53M68_ORYSJ,NP,NP,NP,NP,0.001463644,-0.12786177,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q53P15_ORYSJ,NP,NP,NP,NP,7.74E-05,0.782921093,0.151215959,0.364788862,0,0,0,0,0,0,1,1,0,0,0,0
Q53PC8_ORYSJ,NP,NP,NP,NP,3.09E-05,0.656494798,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
Q5JJU2_ORYSJ,NP,NP,NP,NP,0.012237213,0.794803131,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
Q5JLW2_ORYSJ,NP,NP,NP,NP,0.000422671,-0.187964204,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q5JNF3_ORYSJ,NP,NP,NP,NP,0.001874739,-0.209245104,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q5JNL6_ORYSJ,NP,NP,NP,NP,0.331331704,0.039778091,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q5N730_ORYSJ,NP,NP,NP,NP,0.000305144,-0.285715457,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
Q5N7Y5_ORYSJ,NP,NP,NP,NP,0.118281685,0.078415518,0.082660633,-0.167121099,0,0,0,0,0,0,0,0,0,0,0,0
